Date,Country,USD_ExchangeRate,Policy_Rate(%),10Y_Bond_Yield(%),Yield_Spread(10Y_vs_US)(%),Equity_Index_Level,Oil_Price(USD_per_bbl)
2021-06-14,Turkey,6.995,5.0,7.17,4.22,996.62,70.01
2021-06-15,Turkey,6.989,4.98,7.32,4.43,1003.33,70.09
2021-06-16,Turkey,6.983,4.99,7.58,4.68,997.68,70.09
2021-06-17,Turkey,7.008,4.99,6.7,3.55,1008.69,70.2
2021-06-18,Turkey,7.001,4.98,6.57,3.52,1002.09,70.28
2021-06-21,Turkey,7.007,4.97,7.5,4.6,998.08,70.05
2021-06-22,Turkey,7.02,5.06,7.37,4.38,1002.67,70.18
2021-06-23,Turkey,6.997,5.04,7.15,4.1,1003.33,70.08
2021-06-24,Turkey,7.008,4.99,6.71,3.82,1002.2,70.16
2021-06-25,Turkey,7.005,5.03,7.03,3.96,994.54,69.92
2021-06-28,Turkey,7.007,5.02,6.87,3.88,992.41,69.93
2021-06-29,Turkey,7.009,5.01,7.26,4.26,1000.04,69.87
2021-06-30,Turkey,7.007,5.01,7.25,4.31,989.23,70.22
2021-07-01,Turkey,6.995,4.98,7.33,4.37,1005.3,70.12
2021-07-02,Turkey,7.007,4.97,7.58,4.55,998.15,70.03
2021-07-05,Turkey,6.982,5.01,6.49,3.63,992.39,70.22
2021-07-06,Turkey,6.994,5.03,6.76,3.93,994.42,70.25
2021-07-07,Turkey,6.998,4.99,7.07,4.02,1005.59,70.29
2021-07-08,Turkey,6.996,4.97,6.77,3.74,995.18,69.81
2021-07-09,Turkey,7.003,5.0,7.02,4.09,998.85,69.82
2021-07-12,Turkey,7.009,5.02,6.1,3.19,992.52,69.87
2021-07-13,Turkey,6.999,4.97,6.51,3.61,1001.04,70.01
2021-07-14,Turkey,6.993,5.0,6.73,3.76,1008.37,70.27
2021-07-15,Turkey,6.987,5.02,7.42,4.54,1004.09,70.31
2021-07-16,Turkey,6.989,4.98,7.49,4.46,1002.76,70.07
2021-07-19,Turkey,7.004,4.97,7.5,4.38,998.85,69.99
2021-07-20,Turkey,6.985,5.01,7.3,4.3,1005.62,69.93
2021-07-21,Turkey,7.006,4.98,6.97,3.99,1001.13,69.93
2021-07-22,Turkey,6.999,5.02,6.8,3.96,1008.75,70.28
2021-07-23,Turkey,6.987,5.01,6.76,3.74,1001.47,69.95
2021-07-26,Turkey,6.992,4.99,6.53,3.61,999.66,69.86
2021-07-27,Turkey,7.007,5.03,6.74,3.72,1002.5,70.09
2021-07-28,Turkey,7.001,5.01,7.26,4.38,1004.35,70.18
2021-07-29,Turkey,6.992,5.0,7.34,4.36,1005.36,70.47
2021-07-30,Turkey,6.992,4.97,7.12,4.05,998.85,70.29
2021-08-02,Turkey,6.987,5.01,6.71,3.54,1009.96,69.85
2021-08-03,Turkey,6.995,5.02,6.82,3.83,1000.13,69.62
2021-08-04,Turkey,7.0,4.99,6.74,3.6,993.72,70.16
2021-08-05,Turkey,6.997,4.99,7.39,4.36,1002.85,70.19
2021-08-06,Turkey,6.997,4.99,6.45,3.53,1014.75,70.25
2021-08-09,Turkey,6.986,4.97,7.21,4.16,1002.74,69.95
2021-08-10,Turkey,6.999,5.01,7.05,4.27,998.85,69.83
2021-08-11,Turkey,7.002,5.06,7.24,4.27,1004.61,70.1
2021-08-12,Turkey,7.004,5.01,8.04,5.15,1002.37,69.81
2021-08-13,Turkey,7.006,4.98,6.77,3.8,1004.88,70.18
2021-08-16,Turkey,6.988,5.0,6.65,3.77,998.91,69.94
2021-08-17,Turkey,7.024,5.01,6.32,3.38,1005.11,70.42
2021-08-18,Turkey,6.984,4.96,7.9,4.86,995.66,70.11
2021-08-19,Turkey,6.974,5.0,7.16,4.07,994.93,70.02
2021-08-20,Turkey,6.991,5.01,6.56,3.6,995.02,70.13
2021-08-23,Turkey,7.009,5.0,7.01,4.16,998.5,69.99
2021-08-24,Turkey,7.026,4.98,7.71,4.61,1001.4,70.35
2021-08-25,Turkey,7.004,5.01,6.98,3.86,1005.48,69.87
2021-08-26,Turkey,6.987,5.0,6.6,3.6,1006.19,69.91
2021-08-27,Turkey,7.0,5.0,7.43,4.65,996.97,70.04
2021-08-30,Turkey,7.012,4.99,6.05,2.99,996.82,69.76
2021-08-31,Turkey,6.994,5.0,6.69,3.91,1004.49,70.25
2021-09-01,Turkey,7.007,4.98,6.88,3.88,1002.99,70.13
2021-09-02,Turkey,6.993,5.0,7.23,4.08,1003.52,70.16
2021-09-03,Turkey,7.001,5.03,7.23,4.32,1007.02,70.14
2021-09-06,Turkey,6.996,4.99,7.14,4.09,1000.99,70.06
2021-09-07,Turkey,7.017,5.02,7.12,4.02,994.84,70.08
2021-09-08,Turkey,7.018,5.0,6.57,3.64,994.55,69.84
2021-09-09,Turkey,6.996,4.97,6.98,3.89,995.46,70.3
2021-09-10,Turkey,7.005,5.02,6.69,3.61,994.54,70.18
2021-09-13,Turkey,7.002,5.01,6.42,3.51,1002.99,69.81
2021-09-14,Turkey,7.005,4.97,7.4,4.52,1002.76,70.13
2021-09-15,Turkey,6.993,5.01,7.14,4.2,994.96,69.61
2021-09-16,Turkey,7.003,4.97,7.02,4.04,1003.4,69.94
2021-09-17,Turkey,6.997,5.01,7.18,4.15,1002.35,69.69
2021-09-20,Turkey,7.008,5.01,6.5,3.53,999.8,69.97
2021-09-21,Turkey,7.003,5.03,7.57,4.7,1003.11,70.27
2021-09-22,Turkey,7.004,5.02,8.03,4.93,1001.25,70.21
2021-09-23,Turkey,7.001,5.0,6.82,3.67,995.91,70.31
2021-09-24,Turkey,7.005,4.97,7.16,4.37,1003.13,70.18
2021-09-27,Turkey,6.994,5.0,7.98,5.03,994.71,70.3
2021-09-28,Turkey,7.02,5.0,7.51,4.37,996.29,69.9
2021-09-29,Turkey,7.012,5.03,7.32,4.4,1009.94,69.89
2021-09-30,Turkey,6.997,5.01,7.78,4.7,1002.07,70.09
2021-10-01,Turkey,7.0,5.01,5.75,2.78,1001.21,69.77
2021-10-04,Turkey,7.004,5.0,7.87,4.72,997.67,69.97
2021-10-05,Turkey,6.999,4.99,7.09,4.16,994.35,70.12
2021-10-06,Turkey,7.006,4.98,7.43,4.49,1001.27,70.16
2021-10-07,Turkey,7.0,5.01,6.75,3.77,998.97,69.85
2021-10-08,Turkey,6.998,4.97,6.72,3.75,998.72,69.95
2021-10-11,Turkey,6.999,5.01,7.45,4.51,993.98,69.79
2021-10-12,Turkey,6.995,4.99,6.61,3.74,997.72,70.04
2021-10-13,Turkey,7.006,4.99,6.78,3.88,999.84,69.83
2021-10-14,Turkey,7.006,4.96,6.78,3.75,1000.92,70.54
2021-10-15,Turkey,7.003,4.98,6.93,4.11,999.6,69.83
2021-10-18,Turkey,7.009,4.99,6.93,3.99,1008.69,69.94
2021-10-19,Turkey,7.018,5.02,7.26,4.22,1001.97,69.61
2021-10-20,Turkey,6.997,5.02,6.99,4.13,999.74,70.34
2021-10-21,Turkey,7.012,5.0,7.47,4.51,991.48,69.82
2021-10-22,Turkey,7.016,4.99,6.87,3.9,1009.52,70.33
2021-10-25,Turkey,7.022,5.0,7.14,4.3,1007.38,69.77
2021-10-26,Turkey,7.002,4.98,6.68,3.77,996.96,69.89
2021-10-27,Turkey,6.995,5.02,6.46,3.44,1006.09,69.9
2021-10-28,Turkey,6.993,5.0,7.59,4.57,997.34,70.1
2021-10-29,Turkey,6.989,5.01,7.22,4.25,995.81,69.82
2021-11-01,Turkey,7.005,5.02,6.71,3.66,989.56,69.88
2021-11-02,Turkey,7.0,4.98,6.51,3.58,1001.46,69.96
2021-11-03,Turkey,6.978,4.96,6.65,3.61,986.26,69.9
2021-11-04,Turkey,6.995,5.03,6.84,3.8,1000.71,69.57
2021-11-05,Turkey,7.008,5.0,7.26,3.87,989.58,70.34
2021-11-08,Turkey,6.997,5.01,6.98,4.03,997.15,70.07
2021-11-09,Turkey,6.985,5.02,6.81,3.92,997.75,70.25
2021-11-10,Turkey,6.995,5.01,6.64,3.57,1003.43,70.37
2021-11-11,Turkey,6.998,5.01,7.06,3.93,996.41,70.15
2021-11-12,Turkey,6.998,5.0,7.04,4.02,999.42,70.04
2021-11-15,Turkey,7.016,5.02,7.45,4.5,995.55,70.19
2021-11-16,Turkey,7.009,5.03,6.73,3.75,991.8,69.92
2021-11-17,Turkey,7.01,4.99,7.31,4.33,1001.62,69.77
2021-11-18,Turkey,7.001,4.94,6.85,4.01,1006.03,70.16
2021-11-19,Turkey,7.005,5.03,6.56,3.38,1004.66,69.95
2021-11-22,Turkey,7.011,4.98,6.57,3.63,997.36,69.79
2021-11-23,Turkey,7.012,4.99,7.17,4.23,990.9,70.05
2021-11-24,Turkey,6.981,5.0,6.31,3.12,1004.56,70.02
2021-11-25,Turkey,7.013,4.98,7.25,4.23,1001.32,70.25
2021-11-26,Turkey,7.007,5.01,6.18,3.27,999.39,70.02
2021-11-29,Turkey,6.989,5.05,7.81,4.75,1000.36,69.96
2021-11-30,Turkey,6.99,5.0,7.13,4.25,1001.67,69.97
2021-12-01,Turkey,6.981,4.98,6.78,3.59,1002.78,69.73
2021-12-02,Turkey,7.005,4.97,7.51,4.56,999.53,70.27
2021-12-03,Turkey,6.987,4.97,6.68,3.58,992.4,69.43
2021-12-06,Turkey,6.995,5.01,7.61,4.66,997.94,70.23
2021-12-07,Turkey,6.981,4.99,7.09,4.04,997.45,70.01
2021-12-08,Turkey,6.975,4.99,7.21,4.31,1000.29,70.09
2021-12-09,Turkey,6.997,5.0,6.52,3.54,1003.05,70.03
2021-12-10,Turkey,6.994,5.0,7.36,4.57,1005.8,69.93
2021-12-13,Turkey,7.004,5.02,6.34,3.41,998.56,69.84
2021-12-14,Turkey,7.017,4.98,6.71,3.68,993.99,69.92
2021-12-15,Turkey,7.003,4.99,6.95,4.0,992.43,70.06
2021-12-16,Turkey,7.018,5.0,7.11,4.04,993.65,70.34
2021-12-17,Turkey,7.002,5.03,6.67,3.48,1003.88,70.11
2021-12-20,Turkey,7.002,5.0,7.6,4.58,990.16,69.78
2021-12-21,Turkey,6.998,5.01,6.98,3.86,990.24,70.03
2021-12-22,Turkey,6.982,5.02,6.97,3.93,995.68,70.26
2021-12-23,Turkey,7.01,5.01,6.95,3.89,996.47,70.17
2021-12-24,Turkey,7.016,5.02,6.66,3.62,993.53,70.11
2021-12-27,Turkey,7.005,4.96,6.38,3.41,998.5,69.76
2021-12-28,Turkey,7.004,5.01,6.91,3.98,1005.24,70.33
2021-12-29,Turkey,6.995,4.99,7.23,4.27,999.3,70.15
2021-12-30,Turkey,6.981,5.03,7.06,4.1,999.55,69.99
2021-12-31,Turkey,6.983,5.03,7.05,4.01,1004.76,69.8
2022-01-03,Turkey,7.005,4.99,7.42,4.63,999.5,69.88
2022-01-04,Turkey,7.004,5.01,6.66,3.73,999.45,69.82
2022-01-05,Turkey,7.008,4.99,5.54,2.58,994.81,69.67
2022-01-06,Turkey,6.988,5.0,7.67,4.64,996.97,70.09
2022-01-07,Turkey,6.995,4.99,6.41,3.58,998.05,70.03
2022-01-10,Turkey,6.999,4.99,6.52,3.46,993.41,70.16
2022-01-11,Turkey,6.99,4.98,6.25,3.3,1004.88,70.1
2022-01-12,Turkey,7.01,5.01,6.46,3.49,996.1,70.27
2022-01-13,Turkey,6.988,5.02,7.46,4.28,997.95,70.14
2022-01-14,Turkey,7.023,4.99,6.22,3.41,1003.56,69.62
2022-01-17,Turkey,6.996,5.01,7.1,4.06,1001.11,70.26
2022-01-18,Turkey,6.99,4.99,6.6,3.52,1004.5,70.09
2022-01-19,Turkey,7.012,4.98,7.81,4.66,1003.68,70.36
2022-01-20,Turkey,6.983,4.99,6.62,3.55,994.75,70.15
2022-01-21,Turkey,7.014,5.01,7.16,4.25,995.77,70.25
2022-01-24,Turkey,7.008,5.0,6.79,3.99,994.65,70.38
2022-01-25,Turkey,6.987,5.0,7.51,4.63,1000.92,70.19
2022-01-26,Turkey,7.0,5.06,6.22,3.12,999.14,70.15
2022-01-27,Turkey,7.004,4.99,7.1,4.29,1003.02,70.06
2022-01-28,Turkey,7.006,5.02,7.2,4.19,995.59,69.86
2022-01-31,Turkey,7.012,5.03,6.91,3.91,995.48,70.23
2022-02-01,Turkey,7.007,5.04,6.6,3.64,1001.16,70.13
2022-02-02,Turkey,6.998,4.98,7.42,4.35,995.42,70.27
2022-02-03,Turkey,7.012,5.0,7.04,3.99,995.69,70.01
2022-02-04,Turkey,6.978,5.02,6.24,3.09,998.35,69.96
2022-02-07,Turkey,6.994,4.99,7.7,4.95,1006.38,70.07
2022-02-08,Turkey,6.988,4.98,7.82,4.91,994.23,70.23
2022-02-09,Turkey,7.003,4.98,7.09,4.19,1005.5,70.21
2022-02-10,Turkey,7.005,5.01,7.89,4.89,994.09,70.09
2022-02-11,Turkey,7.021,4.98,6.8,3.76,999.73,69.8
2022-02-14,Turkey,7.011,5.05,7.14,4.23,992.26,70.05
2022-02-15,Turkey,7.011,5.01,7.01,4.07,994.54,70.17
2022-02-16,Turkey,7.009,4.97,7.76,4.71,1007.0,69.73
2022-02-17,Turkey,6.986,5.0,7.25,4.07,1003.53,69.95
2022-02-18,Turkey,6.99,5.02,6.54,3.38,998.58,70.32
2022-02-21,Turkey,7.007,5.0,6.74,3.77,1002.14,70.02
2022-02-22,Turkey,6.994,5.0,7.04,4.25,1002.29,69.8
2022-02-23,Turkey,6.988,4.97,6.07,3.2,996.45,70.39
2022-02-24,Turkey,6.995,5.0,7.2,4.19,999.61,69.76
2022-02-25,Turkey,7.015,5.04,6.19,3.3,998.6,69.81
2022-02-28,Turkey,7.005,4.99,8.07,4.95,1001.06,70.21
2022-03-01,Turkey,7.011,4.99,6.58,3.57,1004.31,70.03
2022-03-02,Turkey,6.984,4.98,6.95,3.95,1009.86,69.72
2022-03-03,Turkey,7.005,5.03,8.17,5.21,1002.46,70.11
2022-03-04,Turkey,7.002,5.0,7.22,4.47,1003.41,70.03
2022-03-07,Turkey,6.998,5.04,6.7,3.74,1009.96,69.83
2022-03-08,Turkey,6.994,5.0,7.42,4.4,993.54,69.89
2022-03-09,Turkey,6.994,5.0,7.21,4.17,991.12,70.21
2022-03-10,Turkey,7.003,5.03,7.25,4.14,1002.33,70.27
2022-03-11,Turkey,7.005,5.0,8.13,5.05,1002.87,69.74
2022-03-14,Turkey,6.987,5.01,7.08,4.14,1000.7,70.32
2022-03-15,Turkey,7.007,4.98,6.92,4.0,998.06,69.92
2022-03-16,Turkey,6.995,4.97,6.91,3.97,985.35,70.41
2022-03-17,Turkey,7.011,4.99,7.0,4.12,1008.48,70.38
2022-03-18,Turkey,7.002,5.02,7.11,4.24,997.94,70.03
2022-03-21,Turkey,6.995,5.0,6.95,3.96,1000.26,69.79
2022-03-22,Turkey,6.993,4.97,7.46,4.67,1005.77,70.28
2022-03-23,Turkey,6.997,4.95,6.77,3.77,994.95,69.9
2022-03-24,Turkey,7.015,5.01,6.55,3.71,998.36,69.96
2022-03-25,Turkey,7.005,4.99,7.25,4.05,1004.08,69.99
2022-03-28,Turkey,6.998,4.99,7.58,4.65,1000.23,70.01
2022-03-29,Turkey,6.995,4.97,7.13,4.14,1002.5,69.89
2022-03-30,Turkey,7.012,4.98,7.84,5.01,1002.17,70.1
2022-03-31,Turkey,6.992,5.01,7.65,4.87,1002.51,69.5
2022-04-01,Turkey,6.99,5.03,6.74,3.86,999.01,70.41
2022-04-04,Turkey,6.982,4.98,7.73,4.54,999.48,69.75
2022-04-05,Turkey,7.021,5.03,7.37,4.45,999.75,69.97
2022-04-06,Turkey,7.003,5.03,7.47,4.58,1006.88,70.06
2022-04-07,Turkey,7.007,5.03,6.47,3.48,997.34,69.69
2022-04-08,Turkey,7.003,5.05,6.13,3.13,1003.2,70.02
2022-04-11,Turkey,6.999,4.97,7.09,4.17,989.05,70.24
2022-04-12,Turkey,7.01,5.0,7.12,4.01,1001.12,70.18
2022-04-13,Turkey,6.997,5.03,7.19,4.17,993.65,70.06
2022-04-14,Turkey,6.992,4.99,6.58,3.69,1010.62,70.27
2022-04-15,Turkey,7.019,4.98,7.01,4.14,996.52,69.82
2022-04-18,Turkey,7.012,4.99,7.53,4.47,1011.52,69.7
2022-04-19,Turkey,7.013,5.02,6.54,3.44,1001.68,69.95
2022-04-20,Turkey,6.992,4.99,8.01,5.01,1003.91,69.84
2022-04-21,Turkey,6.992,5.02,6.35,3.39,1000.17,70.02
2022-04-22,Turkey,6.998,5.01,7.35,4.28,995.07,69.94
2022-04-25,Turkey,7.012,5.02,6.33,3.3,990.11,70.01
2022-04-26,Turkey,7.019,4.98,6.56,3.49,992.29,69.87
2022-04-27,Turkey,7.006,4.99,6.87,3.79,1002.11,70.05
2022-04-28,Turkey,6.997,5.01,6.95,3.9,997.52,69.96
2022-04-29,Turkey,6.99,5.0,6.59,3.71,1001.29,70.04
2022-05-02,Turkey,7.008,4.99,7.2,4.14,1002.22,69.83
2022-05-03,Turkey,7.001,5.01,7.01,4.22,1000.8,70.44
2022-05-04,Turkey,6.996,4.99,7.17,4.14,1005.96,69.75
2022-05-05,Turkey,7.007,5.01,6.94,3.91,1005.15,70.17
2022-05-06,Turkey,6.989,5.02,6.98,3.98,1000.37,69.97
2022-05-09,Turkey,7.012,5.0,6.44,3.48,1000.89,70.25
2022-05-10,Turkey,7.006,4.98,8.23,5.2,1006.38,69.97
2022-05-11,Turkey,7.005,5.02,7.63,4.52,1004.36,69.94
2022-05-12,Turkey,6.994,5.01,7.47,4.5,1005.33,70.29
2022-05-13,Turkey,6.991,4.98,6.91,3.88,997.38,70.27
2022-05-16,Turkey,7.004,5.0,6.28,3.41,1001.41,69.57
2022-05-17,Turkey,7.01,5.0,8.62,5.39,999.09,69.98
2022-05-18,Turkey,7.01,5.03,6.22,3.39,996.89,70.12
2022-05-19,Turkey,7.005,5.02,6.42,3.65,1004.29,69.83
2022-05-20,Turkey,6.98,5.0,7.4,4.41,997.71,69.97
2022-05-23,Turkey,6.996,4.97,6.62,3.56,1001.61,70.03
2022-05-24,Turkey,6.99,5.0,5.91,2.89,1007.14,69.71
2022-05-25,Turkey,6.994,5.01,7.63,4.68,996.54,69.61
2022-05-26,Turkey,7.001,5.04,7.18,4.18,1001.61,70.0
2022-05-27,Turkey,6.992,5.02,7.13,4.13,995.12,70.26
2022-05-30,Turkey,7.007,4.99,7.49,4.54,996.09,69.85
2022-05-31,Turkey,6.982,5.01,6.09,3.22,989.62,69.98
2022-06-01,Turkey,6.998,4.99,6.47,3.59,1002.32,69.89
2022-06-02,Turkey,7.003,4.98,7.07,3.94,1002.93,69.92
2022-06-03,Turkey,7.003,5.0,7.0,4.03,999.18,70.04
2022-06-06,Turkey,6.99,4.98,6.29,3.45,993.91,70.03
2022-06-07,Turkey,6.991,5.01,7.03,4.22,1003.27,70.16
2022-06-08,Turkey,6.99,5.01,6.58,3.57,993.68,69.64
2022-06-09,Turkey,6.996,5.0,6.8,3.92,998.0,70.05
2022-06-10,Turkey,7.0,5.0,6.67,3.55,994.12,70.1
2022-06-13,Turkey,7.012,5.01,6.91,3.96,1005.18,69.72
2022-06-14,Turkey,6.99,4.99,7.61,4.57,995.16,69.94
2022-06-15,Turkey,6.994,4.99,7.48,4.61,1008.04,70.17
2022-06-16,Turkey,7.011,4.99,6.92,4.06,997.38,70.1
2022-06-17,Turkey,7.013,4.98,6.8,3.81,993.02,70.12
2022-06-20,Turkey,6.993,5.0,6.77,3.85,999.96,69.96
2022-06-21,Turkey,6.996,4.99,7.15,3.98,1000.7,70.2
2022-06-22,Turkey,6.986,5.0,6.45,3.6,996.3,70.24
2022-06-23,Turkey,7.01,5.0,6.24,3.26,1001.51,70.04
2022-06-24,Turkey,6.982,4.98,6.95,3.9,989.02,69.97
2022-06-27,Turkey,7.001,5.02,7.36,4.31,996.0,69.62
2022-06-28,Turkey,6.996,5.02,7.72,4.65,1002.15,70.08
2022-06-29,Turkey,6.994,5.0,7.83,4.93,1008.07,69.94
2022-06-30,Turkey,7.013,4.97,7.26,4.34,992.92,70.04
2022-07-01,Turkey,7.01,4.98,6.23,3.24,999.56,70.11
2022-07-04,Turkey,7.009,5.0,7.93,4.9,998.27,69.68
2022-07-05,Turkey,6.997,4.99,7.47,4.43,994.1,70.03
2022-07-06,Turkey,7.007,5.03,7.47,4.4,1000.3,70.08
2022-07-07,Turkey,7.012,4.97,6.8,3.88,1001.9,70.25
2022-07-08,Turkey,6.994,4.95,6.75,3.65,1002.69,70.09
2022-07-11,Turkey,6.997,4.97,7.23,4.32,1010.92,70.11
2022-07-12,Turkey,6.994,4.99,6.94,3.97,1005.58,70.04
2022-07-13,Turkey,6.993,5.04,7.06,3.99,996.96,70.07
2022-07-14,Turkey,7.003,4.96,7.97,4.84,998.01,69.78
2022-07-15,Turkey,7.003,5.0,7.18,4.16,1002.53,70.29
2022-07-18,Turkey,7.006,4.98,7.66,4.5,1015.76,69.78
2022-07-19,Turkey,7.002,4.96,7.23,4.29,1009.62,69.85
2022-07-20,Turkey,6.983,4.99,6.0,2.93,989.67,70.01
2022-07-21,Turkey,6.979,4.99,7.82,4.78,995.68,69.99
2022-07-22,Turkey,7.0,5.01,6.33,3.27,986.48,69.87
2022-07-25,Turkey,6.995,5.01,7.02,4.16,995.08,70.04
2022-07-26,Turkey,6.999,4.99,6.75,3.68,997.41,69.98
2022-07-27,Turkey,7.022,4.97,6.05,2.97,996.61,69.94
2022-07-28,Turkey,6.992,4.99,7.79,4.71,1004.31,69.72
2022-07-29,Turkey,6.988,4.94,6.54,3.44,1002.58,69.96
2022-08-01,Turkey,7.0,4.99,7.09,4.01,991.92,70.06
2022-08-02,Turkey,7.009,4.99,7.34,4.06,999.48,70.08
2022-08-03,Turkey,6.993,5.0,7.23,4.21,994.9,70.04
2022-08-04,Turkey,7.015,5.01,7.49,4.51,1003.75,70.06
2022-08-05,Turkey,6.99,5.01,6.51,3.57,1000.95,70.06
2022-08-08,Turkey,6.988,5.02,7.31,4.38,992.31,69.97
2022-08-09,Turkey,6.996,5.0,6.82,4.02,998.06,69.94
2022-08-10,Turkey,7.006,4.99,7.83,5.02,1006.56,69.96
2022-08-11,Turkey,7.009,5.0,7.57,4.61,994.51,70.28
2022-08-12,Turkey,6.999,5.0,7.62,4.73,1002.98,69.88
2022-08-15,Turkey,6.999,5.0,6.25,3.33,1006.76,70.18
2022-08-16,Turkey,6.999,5.0,6.86,3.72,999.0,70.05
2022-08-17,Turkey,7.011,4.98,7.76,4.92,1008.15,69.93
2022-08-18,Turkey,6.998,4.96,6.73,3.84,996.96,69.97
2022-08-19,Turkey,7.01,5.0,7.16,4.27,995.6,70.36
2022-08-22,Turkey,6.993,5.03,6.91,3.91,1005.35,70.25
2022-08-23,Turkey,6.999,4.99,6.96,3.93,1004.46,70.0
2022-08-24,Turkey,7.006,5.03,7.22,4.19,992.41,69.47
2022-08-25,Turkey,7.004,5.0,6.74,3.72,999.7,70.23
2022-08-26,Turkey,7.001,4.99,7.48,4.5,1002.63,69.9
2022-08-29,Turkey,6.994,5.0,7.01,3.96,998.66,69.63
2022-08-30,Turkey,6.996,5.02,6.87,3.89,1004.93,69.86
2022-08-31,Turkey,6.985,5.0,6.75,3.85,999.12,70.1
2022-09-01,Turkey,7.0,5.01,7.91,4.95,1001.39,69.9
2022-09-02,Turkey,6.992,4.99,6.75,3.71,1011.75,69.86
2022-09-05,Turkey,6.996,5.0,7.2,4.17,1006.42,69.51
2022-09-06,Turkey,6.976,4.99,7.54,4.7,984.96,70.11
2022-09-07,Turkey,7.002,4.98,6.49,3.58,1000.55,69.87
2022-09-08,Turkey,7.005,4.94,6.51,3.63,998.72,69.89
2022-09-09,Turkey,7.008,4.96,6.99,3.93,1009.28,69.9
2022-09-12,Turkey,7.003,4.96,5.77,2.68,999.97,70.24
2022-09-13,Turkey,6.986,5.01,7.94,4.9,1001.38,70.0
2022-09-14,Turkey,6.984,5.03,6.72,3.67,992.18,69.76
2022-09-15,Turkey,7.014,4.99,7.72,4.73,990.79,70.18
2022-09-16,Turkey,6.994,5.01,7.03,4.18,1000.82,70.44
2022-09-19,Turkey,7.005,5.0,7.54,4.52,1001.05,69.78
2022-09-20,Turkey,7.002,5.02,6.6,3.46,999.54,69.82
2022-09-21,Turkey,7.01,4.99,7.37,4.4,999.7,70.1
2022-09-22,Turkey,7.003,4.96,6.4,3.31,999.34,69.9
2022-09-23,Turkey,6.986,4.98,5.97,2.98,997.01,69.81
2022-09-26,Turkey,6.999,5.01,8.05,5.21,1005.8,70.19
2022-09-27,Turkey,6.992,5.0,6.78,3.76,1007.55,70.12
2022-09-28,Turkey,7.005,4.99,6.25,3.27,1006.03,69.69
2022-09-29,Turkey,6.989,5.0,6.51,3.59,997.88,69.73
2022-09-30,Turkey,6.99,5.01,6.36,3.52,996.85,70.15
2022-10-03,Turkey,6.998,4.99,7.01,4.19,1002.47,70.08
2022-10-04,Turkey,6.996,5.02,6.46,3.34,1000.77,69.93
2022-10-05,Turkey,7.0,5.0,7.61,4.72,996.19,70.21
2022-10-06,Turkey,6.994,5.02,7.87,4.91,1003.41,69.77
2022-10-07,Turkey,7.008,5.0,7.24,4.31,991.69,70.1
2022-10-10,Turkey,6.979,4.99,7.46,4.45,1009.74,70.21
2022-10-11,Turkey,6.993,5.0,6.98,4.14,995.3,69.89
2022-10-12,Turkey,6.98,5.0,6.88,4.04,1002.02,70.14
2022-10-13,Turkey,7.002,4.99,7.29,4.22,1001.54,69.84
2022-10-14,Turkey,7.003,5.02,6.73,3.52,997.37,70.01
2022-10-17,Turkey,6.993,5.0,6.13,3.19,994.54,70.03
2022-10-18,Turkey,7.01,5.01,5.83,2.62,1001.48,69.84
2022-10-19,Turkey,7.002,5.0,6.67,3.65,996.96,69.92
2022-10-20,Turkey,6.993,4.97,7.04,3.99,1002.57,70.16
2022-10-21,Turkey,7.003,4.99,7.41,4.54,995.5,69.81
2022-10-24,Turkey,7.011,5.02,7.26,4.16,995.6,70.07
2022-10-25,Turkey,6.999,5.02,6.96,4.0,1002.7,70.18
2022-10-26,Turkey,6.993,5.0,6.47,3.72,1001.0,70.12
2022-10-27,Turkey,7.003,4.96,6.79,4.01,1006.85,69.78
2022-10-28,Turkey,7.013,5.02,6.57,3.68,1001.75,69.83
2022-10-31,Turkey,7.001,4.99,6.1,3.32,1001.13,69.89
2022-11-01,Turkey,6.994,5.01,7.6,4.63,998.3,70.1
2022-11-02,Turkey,6.986,5.0,7.28,4.21,990.32,69.85
2022-11-03,Turkey,6.991,5.0,7.24,4.09,997.53,69.9
2022-11-04,Turkey,7.011,5.01,7.64,4.61,994.21,69.73
2022-11-07,Turkey,6.984,5.01,7.61,4.42,1004.22,70.23
2022-11-08,Turkey,6.994,4.98,7.4,4.36,1000.54,70.08
2022-11-09,Turkey,7.003,5.03,7.67,4.62,1004.23,70.1
2022-11-10,Turkey,6.995,5.02,6.32,3.21,994.03,70.06
2022-11-11,Turkey,6.992,5.01,6.99,4.15,1002.1,69.88
2022-11-14,Turkey,7.009,5.0,7.2,4.29,997.05,69.91
2022-11-15,Turkey,7.009,5.03,6.63,3.52,989.15,69.76
2022-11-16,Turkey,6.99,4.97,6.18,3.14,998.93,70.08
2022-11-17,Turkey,7.007,5.01,7.33,4.34,994.07,70.21
2022-11-18,Turkey,6.994,4.98,6.89,3.98,997.91,70.07
2022-11-21,Turkey,7.003,4.98,6.74,3.63,1002.48,70.42
2022-11-22,Turkey,7.012,5.02,6.33,3.25,999.73,69.89
2022-11-23,Turkey,7.002,5.02,7.27,4.36,1003.71,69.87
2022-11-24,Turkey,7.002,4.99,6.88,3.81,994.8,70.39
2022-11-25,Turkey,6.982,4.99,7.17,4.11,999.5,69.99
2022-11-28,Turkey,7.004,5.0,7.69,4.61,1004.36,69.81
